Aashar,Shayer
"jis tarah se thoḌī sī tire saath kaTī hai
baaqī bhī usī tarah guzar jaa.e to achchhā",sahir-ludhianvi
"duniyā kī nigāhoñ meñ bhalā kyā hai burā kyā
ye bojh agar dil se utar jaa.e to achchhā",sahir-ludhianvi
"vaise to tumhīñ ne mujhe barbād kiyā hai
ilzām kisī aur ke sar jaa.e to achchhā",sahir-ludhianvi
"aaj distā hai haal kuchh kā kuchh
kyuuñ na guzre ḳhayāl kuchh kā kuchh",wali-mohammad-wali
"dil-e-be-dil kuuñ aaj kartī hai
shoḳh chanchal kī chaal kuchh kā kuchh",wali-mohammad-wali
"mujko lagtā hai ai parī-paikar
aaj terā jamāl kuchh kā kuchh",wali-mohammad-wali
"asar-e-bāda-e-javānī hai
kar gayā huuñ savāl kuchh kā kuchh",wali-mohammad-wali
"ai 'valī' dil kuuñ aaj kartī hai
bū-e-bāġh-e-visāl kuchh kā kuchh",wali-mohammad-wali
"aaj sarsabz koh o sahrā hai
har taraf sair hai tamāshā hai",wali-mohammad-wali
"chehra-e-yār o qāmat-e-zebā
gul-e-rañgīn o sarv-e-ra.anā hai",wali-mohammad-wali
"ma.ani-e-husn o ma.ani-e-ḳhūbī
sūrat-e-yār suuñ huvaidā hai",wali-mohammad-wali
"dam-e-jāñ-baḳhsh nau-ḳhatāñ muj kuuñ
chashma-e-ḳhizr hai masīhā hai",wali-mohammad-wali
"kamar-e-nāzuk o dahān-e-sanam
fikr bārīk hai muammā hai",wali-mohammad-wali
"mū-ba-mū us kuuñ hai pareshānī
zulf-e-mushkīñ kā jis kuuñ saudā hai",wali-mohammad-wali
"kyā haqīqat hai tujh tavāzo kī
yū talattuf hai yā mudāvā hai",wali-mohammad-wali
"sabab-e-dilrubā.i-e-āshiq
mehr hai lutf hai dilāsā hai",wali-mohammad-wali
"juuñ 'valī' raat din hai mahv-e-ḳhayāl
jis kuuñ tujh vasl kī tamannā hai",wali-mohammad-wali
"āshiq ke mukh pe nain ke paanī ko dekh tuuñ
is ārasī meñ rāz-e-nihānī kuuñ dekh tuuñ",wali-mohammad-wali
"sun be-qarār dil kī aval āh-e-shola-ḳhez
tab is haraf meñ dil ke ma.ānī kuuñ dekh tuuñ",wali-mohammad-wali
"ḳhūbī suuñ tujh huzūr o shama dam-zanī meñ hai
us be-hayā kī charb-zabānī kuuñ dekh tuuñ",wali-mohammad-wali
"dariyā pe jā ke mauj-e-ravāñ par nazar na kar
añjhuvāñ kī mere aa ke ravānī kuuñ dekh tuuñ",wali-mohammad-wali
"tujh shauq kā jo daaġh 'valī' ke jigar meñ hai
be-tāqatī meñ us kī nishānī kuuñ dekh tuuñ",wali-mohammad-wali
"agar gulshan taraf vo nau-ḳhat-e-rañgīñ-adā nikle
gul o raihāñ suuñ rañg-o-bū shitābī peshvā nikle",wali-mohammad-wali
"khile har ġhuncha-e-dil jyuuñ gul-e-shādāb shādī suuñ
agar Tuk ghar suuñ bāhar vo bahār-dil-kushā nikle",wali-mohammad-wali
"ġhanīm-e-ġham kiyā hai fauj-bandī ishq-bāzāñ par
bajā hai aaj vo raaja agar naubat bajā nikle",wali-mohammad-wali
"nisār us ke qadam uupar karūñ añjhuvāñ ke gauhar sab
agar karne kuuñ dil-jūī vo sarv-e-ḳhush-adā nikle",wali-mohammad-wali
"sanam aa.e karūñgā nāla-e-jāñ-soz kuuñ zāhir
magar us sañg-dil suuñ mehrbānī kī sadā nikle",wali-mohammad-wali
"rahe mānind-e-la.al-e-be-bahā shāhāñ ke taaj uupar
mohabbat meñ jo kui asbāb zāhir kuuñ bahā nikle",wali-mohammad-wali
"baḳhīlī dars kī hargiz na kiijo ai parī-paikar
'valī' terī galī meñ jab ki mānind-e-gadā nikle",wali-mohammad-wali
"bhaḌke hai dil kī ātish tujh neh kī havā suuñ
sho.ala namat jalā dil tujh husn-e-sho.ala-zā suuñ",wali-mohammad-wali
"gul ke charāġh gul ho yak baar jhaḌ paḌeñ sab
mujh aah kī hikāyat boleñ agar sabā suuñ",wali-mohammad-wali
"niklī hai jast kar kar har sañg-dil suuñ ātish
chaqmāq jab palak kī jhāḌā hai tuuñ adā suuñ",wali-mohammad-wali
"sajda badal rakhe sar sar-tā-qadam araq ho
tujh bā-hayā ke pag par aa kar hinā hayā suuñ",wali-mohammad-wali
"yaañ dard hai param kā behūda sar kahe mat
ye baat sun 'valī' kī jā kar kaho davā suuñ",wali-mohammad-wali
"chhupā huuñ maiñ sadā-e-bāñsulī meñ
ki tā jā.ūñ parī-rū kī galī meñ",wali-mohammad-wali
"na thī tāqat mujhe aane kī lekin
ba-zor-e-āh pahuñchā tujh galī meñ",wali-mohammad-wali
"ayaañ hai rañg kī shoḳhī suuñ ai shoḳh
badan terā qabā-e-sañdalī meñ",wali-mohammad-wali
"jo hai tere dahan meñ rañg o ḳhūbī
kahāñ ye rañg ye ḳhūbī kalī meñ",wali-mohammad-wali
"kiyā jiyūñ lafz meñ ma.anī sirījan
maqām apnā dil-o-jān-e-'valī' meñ",wali-mohammad-wali
"dekhnā har sub.h tujh ruḳhsār kā
hai mutāla matla-e-anvār kā",wali-mohammad-wali
"bulbul o parvāna karnā dil ke ta.iiñ
kaam hai tujh chehra-e-gul-nār kā",wali-mohammad-wali
"sub.h terā dars paayā thā sanam
shauq-e-dil mohtāj hai takrār kā",wali-mohammad-wali
"maah ke siine upar ai sham.a-rū
daaġh hai tujh husn kī jhalkār kā",wali-mohammad-wali
"dil kuuñ detā hai hamāre pech-o-tāb
pech tere turra-e-tarrār kā",wali-mohammad-wali
"jo sunyā tere dahan suuñ yak bachan
bhed paayā nusḳha-e-asrār kā",wali-mohammad-wali
"chāhtā hai is jahāñ meñ gar bahisht
jā tamāshā dekh us ruḳhsār kā",wali-mohammad-wali
"aarsī ke haath suuñ Dartā hai ḳhat
chor kuuñ hai ḳhauf chaukīdār kā",wali-mohammad-wali
"sar-kashī ātish-mizājī hai sabab
nāsehoñ ko garmi-e-bāzār kā",wali-mohammad-wali
"ai 'valī' kyuuñ sun sake nāseh kī baat
jo divānā hai parī-ruḳhsār kā",wali-mohammad-wali
"dil huā hai mirā ḳharāb-e-suḳhan
dekh kar husn-e-behijāb-e-suḳhan",wali-mohammad-wali
"bazm-e-ma.anī meñ sarḳhushī hai use
jis kuuñ hai nashsha-e-sharāb-e-suḳhan",wali-mohammad-wali
"rāh-e-mazmūn-e-tāza band nahīñ
tā-qayāmat khulā hai bāb-e-suḳhan",wali-mohammad-wali
"jalva-pairā ho shāhid-e-ma.anī
jab zabāñ suuñ uThe naqāb-e-suḳhan",wali-mohammad-wali
"gauhar us kī nazar meñ jā na kare
jin ne dekhā hai āb-o-tāb-e-suḳhan",wali-mohammad-wali
"harjā-goyāñ kī baat kyūñki sune
jo sunā naġhma-e-rabāb-e-suḳhan",wali-mohammad-wali
"hai tirī baat ai nazākat-e-fahm
lauh-e-dībācha-e-kitāb-e-suḳhan",wali-mohammad-wali
"hai suḳhan jag manīñ adīm-ul-misāl
juz suḳhan niiñ dujā javāb-e-suḳhan",wali-mohammad-wali
"ai 'valī' dard-e-sar kabhū na rahe
jab mile sandal-o-gulāb-e-suḳhan",wali-mohammad-wali
"dil kuuñ tujh baaj be-qarārī hai
chashm kā kaam ashk-bārī hai",wali-mohammad-wali
"shab-e-furqat meñ monis o hamdam
be-qarāroñ kuuñ āh-o-zārī hai",wali-mohammad-wali
"ai azīzāñ mujhe nahīñ bardāsht
sañg-dil kā firāq bhārī hai",wali-mohammad-wali
"faiz suuñ tujh firāq ke sājan
chashm-e-giryāñ kā kaam jaarī hai",wali-mohammad-wali
"fauqiyat le gayā huuñ bulbul suuñ
garche mansab meñ do-hazārī hai",wali-mohammad-wali
"ishq-bāzoñ ke haq meñ qātil kī
har nigah ḳhanjar o kaTārī hai",wali-mohammad-wali
"ātish-e-hijr-e-lāla-rū suuñ 'valī'
daaġh siine meñ yādgārī hai",wali-mohammad-wali
"dil talabgār-e-nāz-e-mah-vash hai
lutf us kā agarche dilkash hai",wali-mohammad-wali
"mujh suuñ kyuuñ kar milegā hairāñ huuñ
shoḳh hai bevafā hai sarkash hai",wali-mohammad-wali
"kyā tirī zulf kyā tire abrū
har taraf suuñ mujhe kashākash hai",wali-mohammad-wali
"tujh bin ai dāġh-baḳhsh-e-sīna o dil
chaman-e-lāla dasht-e-ātash hai",wali-mohammad-wali
"ai 'valī' tajrabe suuñ paayā huuñ
shola-e-āh-e-shauq be-ġhash hai",wali-mohammad-wali
"fidā-e-dilbar-e-rañgīñ-adā huuñ
shahīd-e-shāhid-e-gul-gūñ-qabā huuñ",wali-mohammad-wali
"har ik mah-rū ke milne kā nahīñ zauq
suḳhan ke āshnā kā āshnā huuñ",wali-mohammad-wali
"kiyā huuñ tark nargis kā tamāshā
talab-gār-e-nigāh-e-bā-hayā huuñ",wali-mohammad-wali
"na kar shamshād kī tārīf mujh paas
ki maiñ us sarv-qad kā mubtalā huuñ",wali-mohammad-wali
"kiyā maiñ arz us ḳhurshīd-rū suuñ
tū shāh-e-husn maiñ terā gadā huuñ",wali-mohammad-wali
"sadā rakhtā huuñ shauq us ke suḳhan kā
hamesha tishna-e-āb-e-baqā huuñ",wali-mohammad-wali
"qadam par us ke rakhtā huuñ sadā sar
'valī' ham-mashrab-e-rañg-e-hinā huuñ",wali-mohammad-wali
"huā zāhir ḳhat-e-rū-e-nigār āhista-āhista
ki jyuuñ gulshan meñ aatī hai bahār āhista-āhista",wali-mohammad-wali
"kiyā huuñ rafta rafta raam us kī chashm-e-vehsī kuuñ
ki jyuuñ aahū kuuñ karte haiñ shikār āhista-āhista",wali-mohammad-wali
"jo apne tan kuuñ misl-e-jūebār avval kiyā paanī
huā us sarv-qad suuñ ham-kanār āhista-āhista",wali-mohammad-wali
"barañg-e-qatra-e-sīmāb mere dil kī jumbish suuñ
huā hai dil sanam kā be-qarār āhista-āhista",wali-mohammad-wali
"use kahnā bajā hai ishq ke gulzār kā bulbul
jo gul-rūyāñ meñ paayā e'tibār āhista-āhista",wali-mohammad-wali
"mirā dil ashk ho pahuñchā hai kūche meñ sirījan ke
gayā ka.abe meñ ye kashtī-savār āhista-āhista",wali-mohammad-wali
"'valī' mat hāsidāñ kī baat suuñ dil kuuñ mukaddar kar
ki āḳhir dil suuñ jāvegā ġhubār āhista-āhista",wali-mohammad-wali
"hue haiñ raam pītam ke nayan āhista-āhista
ki jyuuñ phāñde meñ aate haiñ hiran āhista-āhista",wali-mohammad-wali
"mirā dil misl parvāne ke thā mushtāq jalne kā
lagī us sham.a suuñ āḳhir lagan āhista-āhista",wali-mohammad-wali
"girebāñ sabr kā mat chaak kar ai ḳhātir-e-miskīñ
sunegā baat vo shīrīñ-bachan āhista-āhista",wali-mohammad-wali
"gul o bulbul kā gulshan meñ ḳhalal hove to barjā hai
chaman meñ jab chale vo gul-badan āhista-āhista",wali-mohammad-wali
"'valī' siine meñ mere panja-e-ishq-e-sitamgar ne
kiyā hai chaak dil kā pairahan āhista-āhista",wali-mohammad-wali
"ishq betāb-e-jāñ-gudāzī hai
husn mushtāq-e-dil-navāzī hai",wali-mohammad-wali
"ashk ḳhūnīñ suuñ jo kiyā hai vazū
maz.hab-e-ishq meñ namāzī hai",wali-mohammad-wali
"jo huā rāz-e-ishq suuñ āgāh
vo zamāne kā faḳhr-e-rāzī hai",wali-mohammad-wali
"pāk-bāzāñ suuñ yuuñ huā mafhūm
ishq mazmūn-e-pāk-bāzī hai",wali-mohammad-wali
"jā ke pahuñchī hai hadd-e-zulmat kuuñ
bas-ki tujh zulf meñ darāzī hai",wali-mohammad-wali
"tajrabe suuñ huā mujhe zāhir
naaz mafhūm be-niyāzī hai",wali-mohammad-wali
"ai 'valī' aish-e-zāhirī kā sabab
jalva-e-shāhid-e-majāzī hai",wali-mohammad-wali
"ishq meñ sabr-o-razā darkār hai
fikr-e-asbāb-e-vafā darkār hai",wali-mohammad-wali
"chaak karne jāma-e-sabr-o-qarār
dilbar-e-rañgīñ qabā darkār hai",wali-mohammad-wali
"har sanam tasḳhīr-e-dil kyūñkar sake
dilrubā.ī kuuñ adā darkār hai",wali-mohammad-wali
"zulf kuuñ vā kar ki shāh-e-ishq kuuñ
sāya-e-bāl-e-humā darkār hai",wali-mohammad-wali
"rakh qadam mujh dīda-e-ḳhūñ-bār par
gar tujhe rañg-e-hinā darkār hai",wali-mohammad-wali
"dekh us kī chashm-e-shahlā kuuñ agar
nargis-e-bāġh-e-hayā darkār hai",wali-mohammad-wali
"azm us ke vasl kā hai ai 'valī'
lekin imdād-e-ḳhudā darkār hai",wali-mohammad-wali
"jab sanam kuuñ ḳhayāl-e-bāġh huā
tālib-e-nashsha-e-farāġh huā",wali-mohammad-wali
"fauj-e-ushshāq dekh har jānib
nāznīñ sāhib-e-dimāġh huā",wali-mohammad-wali
"rashk suuñ tujh labāñ kī surḳhī par
jigar-e-lāla dāġh-dāġh huā",wali-mohammad-wali
"dil-e-ushshāq kyuuñ na ho raushan
jab ḳhayāl-e-sanam charāġh huā",wali-mohammad-wali
"ai 'valī' gul-badan kuuñ baaġh meñ dekh
dil-e-sad-chāk bāġh-bāġh huā",wali-mohammad-wali
"jab tujh araq ke vasf meñ jaarī qalam huā
aalam meñ us kā naañv javāhar-raqam huā",wali-mohammad-wali
"nuqte pe tere ḳhaal ke bāñdhā hai jin ne dil
vo dā.ere meñ ishq ke sābit-qadam huā",wali-mohammad-wali
"tujh fitrat-e-buland kī ḳhūbī kuuñ likh qalam
mash.hūr jag ke biich atārad-e-raqam huā",wali-mohammad-wali
"tāqat nahīñ ki hashr meñ hove vo dād-ḳhvāh
jis be-gunah pe terī nigah suuñ sitam huā",wali-mohammad-wali
"be-minnat-e-sharāb huuñ sarshār-e-imbisāt
tujh nain kā ḳhayāl mujhe jām-e-jam huā",wali-mohammad-wali
"jin ne bayāñ likhā hai mire rañg-e-zard kā
us kuuñ ḳhitāb ġhaib suuñ zarrīñ-raqam huā",wali-mohammad-wali
"shohrat huī hai jab se tire sher kī 'valī'
mushtāq tujh suḳhan kā arab tā ajam huā",wali-mohammad-wali
"jis dilrubā suuñ dil kuuñ mire ittihād hai
dīdār us kā merī añkhāñ kī murād hai",wali-mohammad-wali
"rakhtā hai bar meñ dilbar-e-rañgīñ ḳhayāl kuuñ
mānind ārasī ke jo saaf e'tiqād hai",wali-mohammad-wali
"shāyad ki dām-e-ishq meñ taaza huā hai band
va.ade pe gul-ruḳhāñ ke jise e'timād hai",wali-mohammad-wali
"baaqī rahegā jaur-o-sitam roz-e-hashr lag
tujh zulf kī jafā meñ nipaT imtidād hai",wali-mohammad-wali
"maqsūd-e-dil hai us kā ḳhayāl ai 'valī' mujhe
jyuuñ mujh zabāñ pe nām-e-mohamād murād hai",wali-mohammad-wali
"jise ishq kā tiir kaarī lage
use zindagī kyuuñ na bhārī lage",wali-mohammad-wali
"na chhoḌe mohabbat dam-e-marg tak
jise yār-e-jānī suuñ yaarī lage",wali-mohammad-wali
"na hove use jag meñ hargiz qarār
jise ishq kī be-qarārī lage",wali-mohammad-wali
"har ik vaqt mujh āshiq-e-pāk kuuñ
pyāre tirī baat pyārī lage",wali-mohammad-wali
"'valī' kuuñ kahe tū agar yak bachan
raqībāñ ke dil meñ kaTārī lage",wali-mohammad-wali
"kamar us dilrubā kī dilrubā hai
nigah us ḳhush-adā kī ḳhush-adā hai",wali-mohammad-wali
"sajan ke husn kuuñ Tuk fikr suuñ dekh
ki ye ā.īna-e-ma.anī-numā hai",wali-mohammad-wali
"ye ḳhat hai jauhar-e-ā.īna-rāz
ise mushk-e-ḳhutan kahnā bajā hai",wali-mohammad-wali
"huā ma.alūm tujh zulfāñ suuñ ai shoḳh
ki shāh-e-husn par zill-e-humā hai",wali-mohammad-wali
"na hove kohkan kyuuñ aa ke āshiq
jo vo shīrīñ-adā gulgūñ-qabā hai",wali-mohammad-wali
"na pūchho āh-o-zārī kī haqīqat
azīzāñ āshiqī kā muqtazā hai",wali-mohammad-wali
"'valī' kuuñ mat malāmat kar ai vaa.iz
malāmat āshiqoñ par kab ravā hai",wali-mohammad-wali
"ḳhūb-rū ḳhuub kaam karte haiñ
yak nigah meñ ġhulām karte haiñ",wali-mohammad-wali
"dekh ḳhūbāñ kuuñ vaqt milne ke
kis adā suuñ salām karte haiñ",wali-mohammad-wali
"kyā vafādār haiñ ki milne meñ
dil suuñ sab rām-rām karte haiñ",wali-mohammad-wali
"kam-nigāhī soñ dekhte haiñ vale
kaam apnā tamām karte haiñ",wali-mohammad-wali
"kholte haiñ jab apnī zulfāñ kuuñ
sub.h-e-āshiq kuuñ shaam karte haiñ",wali-mohammad-wali
"sāhib-e-lafz us kuuñ kah sakiye
jis suuñ ḳhūbāñ kalām karte haiñ",wali-mohammad-wali
"dil lajāte haiñ ai 'valī' merā
sarv-qad jab ḳhirām karte haiñ",wali-mohammad-wali
"kiyā mujh ishq ne zālim kuuñ aab āhista āhista
ki ātish gul kuuñ kartī hai gulāb āhista āhista",wali-mohammad-wali
"vafādārī ne dilbar kī bujhāyā ātish-e-ġham kuuñ
ki garmī dafa.a kartā hai gulāb āhista āhista",wali-mohammad-wali
"ajab kuchh lutf rakhtā hai shab-e-ḳhalvat meñ gul-rū suuñ
ḳhitāb āhista āhista javāb āhista āhista",wali-mohammad-wali
"mire dil kuuñ kiyā be-ḳhud tirī añkhiyāñ ne āḳhir kuuñ
ki jyuuñ behosh kartī hai sharāb āhista āhista",wali-mohammad-wali
"huā tujh ishq suuñ ai ātishīñ-rū dil mirā paanī
ki jyuuñ galtā hai ātish suuñ gulāb āhista āhista",wali-mohammad-wali
"adā o naaz suuñ aatā hai vo raushan-jabīñ ghar suuñ
ki jyuuñ mashriq suuñ nikle āftāb āhista āhista",wali-mohammad-wali
"'valī' mujh dil meñ aatā hai ḳhayāl-e-yār-e-be-parvā
ki jyuuñ añkhiyāñ manīñ aatā hai ḳhvāb āhista āhista",wali-mohammad-wali
"kūcha-e-yār ain kaasī hai
jogī-e-dil vahāñ kā baasī hai",wali-mohammad-wali
"pī ke bairāg kī udāsī suuñ
dil pe mere sadā udāsī hai",wali-mohammad-wali
"ai sanam tujh jabīñ upar ye ḳhaal
hindavī har-dvār baasī hai",wali-mohammad-wali
"zulf terī hai mauj jamunā kī
til nazik us ke jiyūñ sanāsī hai",wali-mohammad-wali
"ghar tirā hai ye rashk-e-deval-e-chīñ
us meñ muddat suuñ dil upāsī hai",wali-mohammad-wali
"ye siyah-zulf tujh zanaḳhdāñ par
nāganī jyuuñ kūñve pe pyāsī hai",wali-mohammad-wali
"tās-e-ḳhurshīd ġharq hai jab suuñ
bar meñ tere libās-e-tāsī hai",wali-mohammad-wali
"jis kī guftār meñ nahīñ hai mazā
suḳhan us kā ta.aam baasī hai",wali-mohammad-wali
"ai 'valī' jo libās tan pe rakhā
āshiqāñ ke nazik libāsī hai",wali-mohammad-wali
"maiñ āshiqī meñ tab suuñ afsāna ho rahā huuñ
terī nigah kā jab suuñ dīvāna ho rahā huuñ",wali-mohammad-wali
"ai āshnā karam suuñ yak baar aa daras de
tujh baaj sab jahāñ suuñ begāna ho rahā huuñ",wali-mohammad-wali
"bātāñ lagan kī mat pūchh ai sham-e-bazm-e-ḳhūbī
muddat se tujh jhalak kā parvāna ho rahā huuñ",wali-mohammad-wali
"shāyad vo ganj-e-ḳhūbī aave kisī taraf suuñ
is vāste sarāpā vīrāna ho rahā huuñ",wali-mohammad-wali
"saudā-e-zulf-e-ḳhūbāñ rakhtā huuñ dil meñ daa.im
zanjīr-e-āshiqī kā dīvāna ho rahā huuñ",wali-mohammad-wali
"barjā hai gar sunūñ na.iiñ nāseh tirī nasīhat
maiñ jām-e-ishq pī kar mastāna ho rahā huuñ",wali-mohammad-wali
"kis suuñ 'valī' apas kā ahvāl jā kahūñ maiñ
sar-tā-qadam maiñ ġham suuñ ġham-ḳhāna ho rahā huuñ",wali-mohammad-wali
"maiñ tujhe aayā huuñ īmāñ buujh kar
bā.is-e-jam.iyyat-e-jāñ buujh kar",wali-mohammad-wali
"bulbul-e-shīrāz kuuñ kartā huuñ yaad
husn kuuñ tere gulistāñ buujh kar",wali-mohammad-wali
"dil chalā hai ishq kā ho jauharī
lab tire la.al-e-badaḳhshāñ buujh kar",wali-mohammad-wali
"har na kartī hai nazāre kī mashaq
ḳhat kuuñ tere ḳhatt-e-raihāñ buujh kar",wali-mohammad-wali
"ai sajan aayā huuñ ho be-iḳhtiyār
tujh kuuñ apnā rāhat-e-jāñ buujh kar",wali-mohammad-wali
"zulf terī kyuuñ na khaa.e pech-o-tāb
haal mujh dil kā pareshāñ buujh kar",wali-mohammad-wali
"rahm kar us par ki aayā hai 'valī'
dard-e-dil kā tujh kuuñ darmāñ buujh kar",wali-mohammad-wali
"mat ġhusse ke sho.ale suuñ jalte kuuñ jalātī jā
Tuk mehr ke paanī suuñ tū aag bujhātī jā",wali-mohammad-wali
"tujh chaal kī qīmat suuñ dil niiñ hai mirā vāqif
ai maan bharī chanchal Tuk bhaav batātī jā",wali-mohammad-wali
"is raat añdhārī meñ mat bhuul paḌūñ tujh suuñ
Tuk paañv ke jhāñjhar kī jhankār sunātī jā",wali-mohammad-wali
"mujh dil ke kabūtar kuuñ bāñdhā hai tirī laT ne
ye kaam dharam kā hai Tuk us ko chhuḌātī jā",wali-mohammad-wali
"tujh mukh kī parastish meñ ga.ī umr mirī saarī
ai but kī pujan-hārī Tuk us ko pujātī jā",wali-mohammad-wali
"tujh ishq meñ jal jal kar sab tan kuuñ kiyā kājal
ye raushnī afzā hai añkhiyā ko lagātī jā",wali-mohammad-wali
"tujh neh meñ dil jal jal jogī kī liyā sūrat
yak baar use mohan chhātī suuñ lagātī jā",wali-mohammad-wali
"tujh ghar kī taraf sundar aatā hai 'valī' daa.em
mushtāq daras kā hai Tuk dars dikhātī jā",wali-mohammad-wali
"muflisī sab bahār khotī hai
mard kā e'tibār khotī hai",wali-mohammad-wali
"kyūñke hāsil ho muj ko jam.iyyat
zulf terī qarār khotī hai",wali-mohammad-wali
"har sahar shoḳh kī nigah kī sharāb
mujh añkhāñ kā ḳhumār khotī hai",wali-mohammad-wali
"kyūñke milnā sanam kā tark karūñ
dilbarī iḳhtiyār khotī hai",wali-mohammad-wali
"ai 'valī' aab us parī-rū kī
mujh sine kā ġhubār khotī hai",wali-mohammad-wali
"mushtāq haiñ ushshāq tirī bāñkī adā ke
zaḳhmī haiñ mohibbāñ tirī shamshīr-e-jafā ke",wali-mohammad-wali
"har pech meñ chīre ke tire lipTe haiñ āshiq
aalam ke dilāñ band haiñ tujh band-e-qabā ke",wali-mohammad-wali
"larzāñ hai tire dast age panja-e-ḳhurshīd
tujh husn age maat malā.ek haiñ samā ke",wali-mohammad-wali
"tujh zulf ke halqe meñ hai dil be-sar o be-pā
Tuk mehr karo haal upar be-sar-o-pā ke",wali-mohammad-wali
"tanhā na 'valī' jag munīñ likhtā hai tire vasf
daftar likhe aalam ne tirī mad.h-o-sanā ke",wali-mohammad-wali
"ruuh baḳhshī hai kaam tujh lab kā
dam-e-īsā hai naam tujh lab kā",wali-mohammad-wali
"husn ke ḳhizr ne kiyā labrez
āb-e-haivāñ suuñ jaam tujh lab kā",wali-mohammad-wali
"mantiq-o-hikmat-o-ma.ānī par
mushtamil hai kalām tujh lab kā",wali-mohammad-wali
"jannat-e-husn meñ kiyā haq ne
hauz-e-kausar maqām tujh lab kā",wali-mohammad-wali
"rag-e-yāqūt ke qalam suuñ likheñ
ḳhat paristāñ payām tujh lab kā",wali-mohammad-wali
"sabza-o-barg-o-lāla rakhte haiñ
shauq dil meñ davām tujh lab kā",wali-mohammad-wali
"ġharq-e-shakkar hue haiñ kām-o-zabāñ
jab liyā huuñ maiñ naam tujh lab kā",wali-mohammad-wali
"misl-e-yāqūt ḳhat meñ hai shāgird
sāġhar-e-mai mudām tujh lab kā",wali-mohammad-wali
"hai 'valī' kī zabāñ ko lazzat-baḳhsh
zikr har sub.h-o-shām tujh lab kā",wali-mohammad-wali
"sajan Tuk naaz suuñ mujh paas aa āhista āhista
chhupī bāteñ apas dil kī sunā āhista āhista",wali-mohammad-wali
"ġharaz goyāñ kī bātāñ kuuñ na lā ḳhātir manīñ hargiz
sajan is baat kuuñ ḳhātir meñ lā āhista āhista",wali-mohammad-wali
"har ik kī baat sunñe par tavajjoh mat kar ai zālim
raqībāñ us siiñ hoveñge judā āhista āhista",wali-mohammad-wali
"mabādā mohtasib badmast sun kar taan meñ aave
tambūra aah kā ai dil bajā āhista āhista",wali-mohammad-wali
"'valī' hargiz apas ke dil kuuñ siine meñ na rakh ġham-gīñ
ki bar lāvegā matlab kuuñ ḳhudā āhista āhista",wali-mohammad-wali
"shaġhl behtar hai ishq-bāzī kā
kyā haqīqī o kyā majāzī kā",wali-mohammad-wali
"har zabāñ par hai misl-e-shāna mudām
zikr tujh zulf kī darāzī kā",wali-mohammad-wali
"aaj terī bhavāñ ne masjid meñ
hosh khoyā hai har namāzī kā",wali-mohammad-wali
"gar na.iiñ rāz-e-ishq suuñ āgāh
faḳhr bejā hai faḳhr-e-rāzī kā",wali-mohammad-wali
"ai 'valī' sarv-qad ko dekhūñgā
vaqt aayā hai sarfarāzī kā",wali-mohammad-wali
"sharāb-e-shauq señ sarshār haiñ ham
kabhū be-ḳhud kabhū hushiyār haiñ ham",wali-mohammad-wali
"do-rañgī suuñ tirī ai sarv-e-ra.anā
kabhū raazī kabhū bezār haiñ ham",wali-mohammad-wali
"tire tasḳhīr karne meñ sirījan
kabhī nādāñ kabhī ayyār haiñ ham",wali-mohammad-wali
"sanam tere nayan kī aarzū meñ
kabhū sālim kabhī bīmār haiñ ham",wali-mohammad-wali
"'valī' vasl-o-judā.ī suuñ sajan kī
kabhū sahrā kabhū gulzār haiñ ham",wali-mohammad-wali
"sohbat-e-ġhair muuñ jaayā na karo
dard-mandāñ kuuñ kuḌhāyā na karo",wali-mohammad-wali
"haq-parastī kā agar daavā hai
be-gunāhāñ kuuñ satāyā na karo",wali-mohammad-wali
"apnī ḳhūbī ke agar tālib ho
apne tālib kuuñ jalāyā na karo",wali-mohammad-wali
"hai agar ḳhātir-e-ushshāq aziiz
ġhair kuuñ dars dikhāyā na karo",wali-mohammad-wali
"mujh ko turshī kā hai parhez sanam
chīn-e-abrū kuuñ dikhāyā na karo",wali-mohammad-wali
"dil kuuñ hotī hai sajan betābī
zulf kuuñ haath lagāyā na karo",wali-mohammad-wali
"nigah-e-talḳh suuñ apnī zālim
zahr kā jaam pilāyā na karo",wali-mohammad-wali
"ham kuuñ bardāsht nahīñ ġhusse kī
be-sabab ġhusse meñ aayā na karo",wali-mohammad-wali
"pāk-bāzāñ meñ hai mash.hūr 'valī'
us suuñ chehre kuuñ chhupāyā na karo",wali-mohammad-wali
"taḳht jis be-ḳhānamāñ kā dast-e-vīrānī huā
sar upar us ke bagūlā tāj-e-sultānī huā",wali-mohammad-wali
"kyuuñ na saafī us kuuñ hāsil ho jo misl-e-ārsī
apne jauhar kī hayā suuñ sar-ba-sar paanī huā",wali-mohammad-wali
"zindagī hai jis kuuñ daa.im ālam-e-bāqī munīñ
jalva-gar kab us añge yū ālam-e-fānī huā",wali-mohammad-wali
"bekasī ke haal meñ yak aan maiñ tanhā nahīñ
ġham tirā siine meñ mere hamdam-e-jānī huā",wali-mohammad-wali
"ai 'valī' ġhairat suuñ sūraj kyuuñ jale na.iiñ rāt-din
jag munīñ vo maah rashk-e-māh-e-kan.ānī huā",wali-mohammad-wali
"tirā lab dekh haivāñ yaad aave
tirā mukh dekh kan.āñ yaad aave",wali-mohammad-wali
"tire do nain jab dekhūñ nazar bhar
mujhe tab nargisistāñ yaad aave",wali-mohammad-wali
